id,place_name,county,country,grid_reference,easting,northing,latitude,longitude,postcode_area,type
17835,Hethelpit Cross,Gloucestershire,England,SO7729,377500,229500,51.96352,-2.32888,GL19 3,Other
17836,Hethersett,Norfolk,England,TG1504,615500,304500,52.59554,1.18038,NR9 3,Other
17837,Hethersgill,Cumbria,England,NY4767,347500,567500,54.99929,-2.82222,CA6 6,Other
17838,Hetherside,Cumbria,England,NY4366,343500,566500,54.98987,-2.88454,CA6 6,Other
17839,Hetherson Green,Cheshire,England,SJ5249,352500,349500,53.04065,-2.70989,SY14 8,Other
17840,Hett,County Durham,England,NZ2836,428500,536500,54.72269,-1.55905,DH6 5,Other
17841,Hetton,North Yorkshire,England,SD9658,396500,458500,54.02249,-2.05491,BD23 6,Other
17842,Hetton Downs,Tyne and Wear,England,NZ3548,435500,548500,54.83008,-1.44891,DH5 9,Other
17843,Hetton-le-Hill,Tyne and Wear,England,NZ3545,435500,545500,54.80312,-1.44928,DH5 0,Other
17844,Hetton-Le-Hole,Tyne and Wear,England,NZ3547,435500,547500,54.82110,-1.44903,DH5 9,Town
17845,Heugh,Northumberland,England,NZ0873,408500,573500,55.05592,-1.86848,NE18 0,Other
17846,Heugh-head,Aberdeenshire,Scotland,NJ3811,338500,811500,57.19016,-3.01921,AB36 8,Other
17847,Heveningham,Suffolk,England,TM3372,633500,272500,52.30095,1.42328,IP19 0,Other
17848,Hever,Kent,England,TQ4744,547500,144500,51.18071,0.10892,TN8 7,Other
17849,Heversham,Cumbria,England,SD4983,349500,483500,54.24468,-2.77645,LA7 7,Other
17850,Hevingham,Norfolk,England,TG1921,619500,321500,52.74652,1.25065,NR10 5,Other
17851,Hew Green,North Yorkshire,England,SE2358,423500,458500,54.02197,-1.64280,HG3 2,Other
17852,Hewas Water,Cornwall,England,SW9649,196500,49500,50.31024,-4.85944,PL26 7,Other
17853,Hewelsfield,Gloucestershire,England,SO5602,356500,202500,51.71953,-2.63110,GL15 6,Other
17854,Hewelsfield Common,Gloucestershire,England,SO5402,354500,202500,51.71937,-2.66005,GL15 6,Other
17855,Hewer Hill,Cumbria,England,NY3738,337500,538500,54.73757,-2.97223,CA7 8,Other
17856,Hewish,Somerset,England,ST4064,340500,164500,51.37642,-2.85625,BS24 6,Other
17857,Hewish,Somerset,England,ST4208,342500,108500,50.87312,-2.81857,TA18 8,Other
17858,Hewood,Dorset,England,ST3502,335500,102500,50.81844,-2.91698,TA20 4,Other
17859,Heworth,Tyne and Wear,England,NZ2861,428500,561500,54.94735,-1.55659,NE10 9,Other
17860,Heworth,North Yorkshire,England,SE6152,461500,452500,53.96493,-1.06407,YO31 0,Other
17861,Hexham,Northumberland,England,NY9363,393500,563500,54.96608,-2.10306,NE46 2,Town
17862,Hextable,Kent,England,TQ5170,551500,170500,51.41328,0.17713,BR8 7,Other
17863,Hexthorpe,South Yorkshire,England,SE5602,456500,402500,53.51615,-1.14939,DN4 0,Other
17864,Hexton,Hertfordshire,England,TL1030,510500,230500,51.96201,-0.39317,SG5 3,Other
17865,Hexworthy,Devon,England,SX6572,265500,72500,50.53676,-3.89932,PL20 6,Other
17866,Hey,Lancashire,England,SD8843,388500,443500,53.88755,-2.17645,BB8 7,Other
17867,Hey Green,West Yorkshire,England,SE0312,403500,412500,53.60904,-1.94857,HD7 6,Other
17868,Hey Houses,Lancashire,England,SD3429,334500,429500,53.75772,-2.99495,FY8 4,Other
17869,Heybridge,Essex,England,TL8508,585500,208500,51.74449,0.68557,CM9 4,Other
17870,Heybridge,Essex,England,TQ6398,563500,198500,51.66150,0.36253,CM4 9,Other
17871,Heybridge Basin,Essex,England,TL8707,587500,207500,51.73484,0.71397,CM9 4,Other
17872,Heybrook Bay,Devon,England,SX4948,249500,48500,50.31718,-4.11531,PL9 0,Other
17873,Heydon,Norfolk,England,TG1127,611500,327500,52.80357,1.13619,NR11 6,Other
17874,Heydon,Cambridgeshire,England,TL4340,543500,240500,52.04433,0.09100,SG8 8,Other
17875,Heydour,Lincolnshire,England,TF0039,500500,339500,52.94349,-0.50586,NG32 3,Other
17876,Heyheads,Greater Manchester,England,SD9801,398500,401500,53.51018,-2.02409,SK15 3,Other
17877,Heylipol,Argyll and Bute,Scotland,NL9743,97500,743500,56.48609,-6.91590,PA77 6,Other
17878,Heyope,Powys,Wales,SO2374,323500,274500,52.36319,-3.12486,LD7 1,Other
17879,Heyrod,Greater Manchester,England,SJ9799,397500,399500,53.49220,-2.03915,SK15 3,Other
17880,Heysham,Lancashire,England,SD4161,341500,461500,54.04613,-2.89492,LA3 2,Town
17881,Heyshaw,North Yorkshire,England,SE1761,417500,461500,54.04917,-1.73421,HG3 4,Other
17882,Heyshott,West Sussex,England,SU8918,489500,118500,50.95899,-0.72703,GU29 0,Other
17883,Heyshott Green,West Sussex,England,SU8918,489500,118500,50.95899,-0.72703,GU29 0,Other
17884,Heyside,Greater Manchester,England,SD9307,393500,407500,53.56407,-2.09961,OL2 6,Other
17885,Heytesbury,Wiltshire,England,ST9242,392500,142500,51.18168,-2.10868,BA12 0,Other
17886,Heythrop,Oxfordshire,England,SP3527,435500,227500,51.94487,-1.48494,OX7 5,Other
17887,Heywood,Greater Manchester,England,SD8510,385500,410500,53.59088,-2.22053,OL10 1,Town
17888,Heywood,Wiltshire,England,ST8753,387500,153500,51.28050,-2.18060,BA13 4,Other
17889,Hên-efail,Denbighshire,Wales,SJ0663,306500,363500,53.16039,-3.39987,LL16 4,Other
17890,Hibaldstow,Lincolnshire,England,SE9702,497500,402500,53.51015,-0.53125,DN20 9,Other
17891,Hibb's Green,Suffolk,England,TL8753,587500,253500,52.14795,0.73903,IP29 4,Other
17892,Hick's Mill,Cornwall,England,SW7640,176500,40500,50.22218,-5.13459,TR3 7,Other
17893,Hickford Hill,Essex,England,TL7844,578500,244500,52.07010,0.60292,CO10 7,Other
17894,Hickleton,South Yorkshire,England,SE4805,448500,405500,53.54391,-1.26957,DN5 7,Other
17895,Hickling,Nottinghamshire,England,SK6929,469500,329500,52.85851,-0.96922,LE14 3,Other
17896,Hickling,Norfolk,England,TG4123,641500,323500,52.75510,1.57741,NR12 0,Other
17897,Hickling Green,Norfolk,England,TG4023,640500,323500,52.75554,1.56262,NR12 0,Other
17898,Hickling Heath,Norfolk,England,TG4022,640500,322500,52.74657,1.56189,NR12 0,Other
17899,Hickling Pastures,Nottinghamshire,England,SK6628,466500,328500,52.84990,-1.01398,LE14 3,Other
17900,Hickmans Green,Kent,England,TR0658,606500,158500,51.28818,0.96007,ME13 9,Other
17901,Hicks Forstal,Kent,England,TR1863,618500,163500,51.32860,1.13495,CT3 4,Other
17902,Hicks Gate,Somerset,England,ST6369,363500,169500,51.42333,-2.52634,BS31 2,Other
17903,Hickstead,West Sussex,England,TQ2620,526500,120500,50.97004,-0.19975,RH17 5,Other
17904,Hidcote Bartrim,Gloucestershire,England,SP1742,417500,242500,52.08058,-1.74605,GL55 6,Other
17905,Hidcote Boyce,Gloucestershire,England,SP1741,417500,241500,52.07159,-1.74610,GL55 6,Other
17906,Hifnal,Shropshire,England,SO7099,370500,299500,52.59249,-2.43691,TF8 7,Other
17907,Higginshaw,Greater Manchester,England,SD9306,393500,406500,53.55508,-2.09959,OL1 4,Other
17908,High Ackworth,West Yorkshire,England,SE4417,444500,417500,53.65211,-1.32822,WF7 7,Other
17909,High Angerton,Northumberland,England,NZ0985,409500,585500,55.16373,-1.85243,NE61 4,Other
17910,High Ardwell,Dumfries and Galloway,Scotland,NX0745,207500,545500,54.76742,-4.99390,DG9 9,Other
17911,High Bankhill,Cumbria,England,NY5642,356500,542500,54.77552,-2.67776,CA10 1,Other
17912,High Banton,North Lanarkshire,Scotland,NS7480,274500,680500,56.00097,-4.01398,G65 0,Other
17913,High Barn,Lincolnshire,England,TF3664,536500,364500,53.16014,0.04013,PE23 4,Other
17914,High Barnet,Barnet - Greater London,England,TQ2496,524500,196500,51.65351,-0.20171,EN5 4,Other
17915,High Beach,Essex,England,TQ4097,540500,197500,51.65873,0.02983,IG10 4,Other
17916,High Bentham,North Yorkshire,England,SD6669,366500,469500,54.12026,-2.51402,LA2 7,Other
17917,High Bickington,Devon,England,SS5920,259500,120500,50.96674,-4.00226,EX37 9,Other
17918,High Biggins,Cumbria,England,SD6078,360500,478500,54.20072,-2.60700,LA6 2,Other
17919,High Birstwith,North Yorkshire,England,SE2258,422500,458500,54.02202,-1.65807,HG3 2,Other
17920,High Bonnybridge,Falkirk,Scotland,NS8379,283500,679500,55.99426,-3.86932,FK4 2,Other
17921,High Bradfield,South Yorkshire,England,SK2692,426500,392500,53.42863,-1.60264,S6 6,Other
17922,High Bradley,North Yorkshire,England,SE0049,400500,449500,53.94161,-1.99387,BD20 9,Other
17923,High Bray,Devon,England,SS6934,269500,134500,51.09492,-3.86498,EX32 7,Other
17924,High Brooms,Kent,England,TQ5941,559500,141500,51.15054,0.27913,TN2 3,Other
17925,High Brotheridge,Gloucestershire,England,SO8913,389500,213500,51.82002,-2.15374,GL4 8,Other
17926,High Bullen,Devon,England,SS5320,253500,120500,50.96524,-4.08765,EX38 7,Other
17927,High Buston,Northumberland,England,NU2308,423500,608500,55.36993,-1.63077,NE66 3,Other
17928,High Callerton,Northumberland,England,NZ1670,416500,570500,55.02876,-1.74342,NE20 9,Other
17929,High Cark,Cumbria,England,SD3882,338500,482500,54.23449,-2.94502,LA11 6,Other
17930,High Casterton,Cumbria,England,SD6278,362500,478500,54.20087,-2.57634,LA6 2,Other
17931,High Catton,East Riding of Yorkshire,England,SE7153,471500,453500,53.97263,-0.91144,YO41 1,Other
17932,High Church,Northumberland,England,NZ1985,419500,585500,55.16344,-1.69547,NE61 2,Other
17933,High Cogges,Oxfordshire,England,SP3709,437500,209500,51.78291,-1.45780,OX29 6,Other
17934,High Common,Norfolk,England,TF9905,599500,305500,52.61062,0.94510,IP25 7,Other
17935,High Coniscliffe,County Durham,England,NZ2215,422500,515500,54.53428,-1.65380,DL2 2,Other
17936,High Crompton,Greater Manchester,England,SD9209,392500,409500,53.58204,-2.11475,OL2 7,Other
17937,High Cross,Warwickshire,England,SP1967,419500,267500,52.30528,-1.71543,B95 5,Other
17938,High Cross,Newport,Wales,ST2888,328500,188500,51.59079,-3.03350,NP10 9,Other
17939,High Cross,Hampshire,England,SU7126,471500,126500,51.03342,-0.98170,GU32 1,Other
17940,High Cross,Cornwall,England,SW7428,174500,28500,50.11366,-5.15547,TR11 5,Other
17941,High Cross,Hertfordshire,England,TL3618,536500,218500,51.84842,-0.01973,SG11 1,Other
17942,High Cross,Cambridgeshire,England,TL4259,542500,259500,52.21529,0.08438,CB3 0,Other
17943,High Cross,Hertfordshire,England,TQ1498,514500,198500,51.67361,-0.34554,WD25 8,Other
17944,High Cross,West Sussex,England,TQ2417,524500,117500,50.94351,-0.22924,BN6 9,Other
17945,High Cross,East Sussex,England,TQ5628,556500,128500,51.03456,0.23065,TN6 3,Other
17946,High Crosshill,South Lanarkshire,Scotland,NS6160,261500,660500,55.81783,-4.21202,G73 3,Other
17947,High Cunsey,Cumbria,England,SD3894,338500,494500,54.34232,-2.94749,LA22 0,Other
17948,High Dubmire,Tyne and Wear,England,NZ3249,432500,549500,54.83927,-1.49550,DH4 6,Other
17949,High Dyke,County Durham,England,NY9525,395500,525500,54.62462,-2.07121,DL12 0,Other
17950,High Easter,Essex,England,TL6214,562500,214500,51.80553,0.35554,CM1 4,Other
17951,High Eggborough,North Yorkshire,England,SE5722,457500,422500,53.69578,-1.13063,DN14 0,Other
17952,High Ellington,North Yorkshire,England,SE1983,419500,483500,54.24682,-1.70225,HG4 4,Other
17953,High Ercall,Shropshire,England,SJ5917,359500,317500,52.75359,-2.60150,TF6 6,Other
17954,High Etherley,County Durham,England,NZ1628,416500,528500,54.65133,-1.74580,DL14 0,Other
17955,High Ferry,Lincolnshire,England,TF3549,535500,349500,53.02564,0.01886,PE22 0,Other
17956,High Field,Lancashire,England,SD7252,372500,452500,53.96784,-2.42068,BB7 3,Other
17957,High Flatts,West Yorkshire,England,SE2107,421500,407500,53.56368,-1.67687,HD8 8,Other
17958,High Forge,County Durham,England,NZ2254,422500,554500,54.88475,-1.65081,DH9 0,Other
17959,High Friarside,County Durham,England,NZ1656,416500,556500,54.90295,-1.74422,NE16 6,Other
17960,High Gallowhill,East Dunbartonshire,Scotland,NS6472,264500,672500,55.92642,-4.17018,G66 4,Other
17961,High Garrett,Essex,England,TL7726,577500,226500,51.90875,0.57904,CM7 5,Other
17962,High Grange,County Durham,England,NZ1731,417500,531500,54.67826,-1.73012,DL15 8,Other
17963,High Grantley,North Yorkshire,England,SE2369,423500,469500,54.12083,-1.64196,HG4 3,Other
17964,High Green,Cumbria,England,NY4103,341500,503500,54.42355,-2.90313,LA23 1,Other
17965,High Green,West Yorkshire,England,SE1914,419500,414500,53.62667,-1.70663,HD8 0,Other
17966,High Green,South Yorkshire,England,SK3397,433500,397500,53.47317,-1.49677,S35 4,Other
17967,High Green,Shropshire,England,SO7083,370500,283500,52.44866,-2.43548,WV16 6,Other
17968,High Green,Worcestershire,England,SO8745,387500,245500,52.10769,-2.18393,WR8 9,Other
17969,High Green,Norfolk,England,TF9214,592500,314500,52.69396,0.84710,NR19 2,Other
17970,High Green,Norfolk,England,TF9307,593500,307500,52.63075,0.85777,IP25 7,Other
17971,High Green,Norfolk,England,TG1305,613500,305500,52.60531,1.15154,NR9 3,Other
17972,High Green,Suffolk,England,TL8560,585500,260500,52.21149,0.71366,IP29 5,Other
17973,High Halden,Kent,England,TQ8937,589500,137500,51.10547,0.70550,TN26 3,Other
17974,High Halstow,Kent,England,TQ7875,578500,175500,51.45035,0.56751,ME3 8,Other
17975,High Ham,Somerset,England,ST4231,342500,131500,51.07993,-2.82221,TA10 9,Other
17976,High Handenhold,County Durham,England,NZ2353,423500,553500,54.87572,-1.63530,DH2 1,Other
17977,High Harrington,Cumbria,England,NY0025,300500,525500,54.61482,-3.54226,CA14 4,Other
17978,High Harrogate,North Yorkshire,England,SE3155,431500,455500,53.99458,-1.52101,HG1 4,Other
17979,High Haswell,County Durham,England,NZ3643,436500,543500,54.78508,-1.43397,DH6 2,Other
17980,High Hatton,Shropshire,England,SJ6124,361500,324500,52.81666,-2.57269,SY4 4,Other
17981,High Hauxley,Northumberland,England,NU2703,427500,603500,55.32480,-1.56815,NE65 0,Other
17982,High Hawsker,North Yorkshire,England,NZ9207,492500,507500,54.45448,-0.57477,YO22 4,Other
17983,High Heath,Shropshire,England,SJ6827,368500,327500,52.84408,-2.46912,TF9 2,Other
17984,High Heath,West Midlands,England,SK0302,403500,302500,52.62026,-1.94974,WS4 1,Other
17985,High Hesket,Cumbria,England,NY4744,347500,544500,54.79263,-2.81802,CA4 0,Other
17986,High Hesleden,County Durham,England,NZ4538,445500,538500,54.73942,-1.29482,TS27 4,Other
17987,High Hill,Cumbria,England,NY2523,325500,523500,54.60116,-3.15473,CA12 5,Other
17988,High Houses,Essex,England,TL6813,568500,213500,51.79477,0.44200,CM3 1,Other
17989,High Hoyland,South Yorkshire,England,SE2710,427500,410500,53.59036,-1.58602,S75 4,Other
17990,High Hunsley,East Riding of Yorkshire,England,SE9535,495500,435500,53.80704,-0.55126,HU20 3,Other
17991,High Hurstwood,East Sussex,England,TQ4926,549500,126500,51.01845,0.13006,TN22 4,Other
17992,High Hutton,North Yorkshire,England,SE7568,475500,468500,54.10685,-0.84674,YO60 7,Other
17993,High Ireby,Cumbria,England,NY2237,322500,537500,54.72649,-3.20488,CA7 1,Other
17994,High Kelling,Norfolk,England,TG1040,610500,340500,52.92064,1.12977,NR25 6,Other
17995,High Kilburn,North Yorkshire,England,SE5179,451500,479500,54.20866,-1.21189,YO61 4,Other
17996,High Lane,Greater Manchester,England,SJ9585,395500,385500,53.36635,-2.06909,SK6 8,Other
17997,High Lane,Herefordshire,England,SO6760,367500,260500,52.24172,-2.47739,HR7 4,Other
17998,High Lanes,Cornwall,England,SW5637,156500,37500,50.18735,-5.41254,TR27 4,Other
17999,High Laver,Essex,England,TL5208,552500,208500,51.75443,0.20799,CM5 0,Other
18000,High Legh,Cheshire,England,SJ7083,370500,383500,53.34756,-2.44459,WA16 6,Other
18001,High Leven,County Durham,England,NZ4412,444500,512500,54.50587,-1.31429,TS17 0,Other
18002,High Littleton,Somerset,England,ST6458,364500,158500,51.32449,-2.51085,BS39 6,Other
18003,High Longthwaite,Cumbria,England,NY2546,325500,546500,54.80781,-3.16062,CA7 8,Other
18004,High Lorton,Cumbria,England,NY1625,316500,525500,54.61772,-3.29458,CA13 9,Other
18005,High Marishes,North Yorkshire,England,SE8178,481500,478500,54.19579,-0.75230,YO17 6,Other
18006,High Marnham,Nottinghamshire,England,SK8070,480500,370500,53.22546,-0.79566,NG23 6,Other
18007,High Melton,South Yorkshire,England,SE5001,450500,401500,53.50777,-1.24003,DN5 7,Other
18008,High Mickley,Northumberland,England,NZ0761,407500,561500,54.94810,-1.88444,NE43 7,Other
18009,High Moor,Lancashire,England,SD5011,350500,411500,53.59772,-2.74942,WN6 9,Other
18010,High Moor,Derbyshire,England,SK4680,446500,380500,53.31939,-1.30343,S21 1,Other
18011,High Moorsley,Tyne and Wear,England,NZ3345,433500,545500,54.80326,-1.48039,DH5 0,Other
18012,High Nash,Gloucestershire,England,SO5710,357500,210500,51.79153,-2.61761,GL16 8,Other
18013,High Newton,Cumbria,England,SD4082,340500,482500,54.23473,-2.91434,LA11 6,Other
18014,High Newton-by-the-Sea,Northumberland,England,NU2325,423500,625500,55.52269,-1.62934,NE66 3,Other
18015,High Nibthwaite,Cumbria,England,SD2989,329500,489500,54.29623,-3.08472,LA12 8,Other
18016,High Oaks,Cumbria,England,SD6291,362500,491500,54.31770,-2.57797,LA10 5,Other
18017,High Offley,Staffordshire,England,SJ7826,378500,326500,52.83558,-2.32059,ST20 0,Other
18018,High Ongar,Essex,England,TL5603,556500,203500,51.70841,0.26364,CM5 9,Other
18019,High Onn,Staffordshire,England,SJ8216,382500,316500,52.74583,-2.26068,ST20 0,Other
18020,High Onn Wharf,Staffordshire,England,SJ8316,383500,316500,52.74587,-2.24586,ST20 0,Other
18021,High Park,Merseyside,England,SD3617,336500,417500,53.65013,-2.96216,PR9 7,Other
18022,High Park,Cumbria,England,SD5390,353500,490500,54.30797,-2.71616,LA9 7,Other
18023,High Risby,Lincolnshire,England,SE9114,491500,414500,53.61906,-0.61818,DN15 0,Other
18024,High Roding,Essex,England,TL6017,560500,217500,51.83305,0.32795,CM6 1,Other
18025,High Rougham,Suffolk,England,TL9262,592500,262500,52.22705,0.81712,IP30 9,Other
18026,High Row,Cumbria,England,NY3535,335500,535500,54.71036,-3.00262,CA7 8,Other
18027,High Row,Cumbria,England,NY3721,337500,521500,54.58482,-2.96858,CA11 0,Other
18028,High Salvington,West Sussex,England,TQ1206,512500,106500,50.84709,-0.40336,BN13 3,Other
18029,High Scales,Cumbria,England,NY1845,318500,545500,54.79773,-3.26922,CA7 3,Other
18030,High Sellafield,Cumbria,England,NY0204,302500,504500,54.42655,-3.50435,CA20 1,Other
18031,High Shaw,North Yorkshire,England,SD8691,386500,491500,54.31890,-2.20904,DL8 3,Other
18032,High Shields,Tyne and Wear,England,NZ3666,436500,566500,54.99176,-1.43107,NE33 4,Other
18033,High Shincliffe,County Durham,England,NZ2940,429500,540500,54.75858,-1.54312,DH1 2,Other
18034,High Side,Cumbria,England,NY2330,323500,530500,54.66375,-3.18751,CA12 4,Other
18035,High Southwick,Tyne and Wear,England,NZ3859,438500,559500,54.92871,-1.40075,SR5 2,Other
18036,High Spen,Tyne and Wear,England,NZ1359,413500,559500,54.93000,-1.79086,NE39 2,Other
18037,High Stakesby,North Yorkshire,England,NZ8810,488500,510500,54.48214,-0.63555,YO21 3,Other
18038,High Stoop,County Durham,England,NZ1040,410500,540500,54.75933,-1.83836,DL13 4,Other
18039,High Street,Carmarthenshire,Wales,SN1915,219500,215500,51.80892,-4.61967,SA34 0,Other
18040,High Street,Cornwall,England,SW9653,196500,53500,50.34617,-4.86160,PL26 7,Other
18041,High Street,Suffolk,England,TM3684,636500,284500,52.40735,1.47564,NR35 1,Other
18042,High Street,Suffolk,England,TM4170,641500,270500,52.27955,1.53895,IP17 3,Other
18043,High Street,Suffolk,England,TM4355,643500,255500,52.14407,1.55743,IP12 2,Other
18044,High Street,Kent,England,TQ7430,574500,130500,51.04734,0.48808,TN18 4,Other
18045,High Street Green,Suffolk,England,TM0055,600500,255500,52.16135,0.92995,IP14 3,Other
18046,High Sunderland,Scottish Borders,Scotland,NT4731,347500,631500,55.57432,-2.83420,TD1 3,Other
18047,High Throston,County Durham,England,NZ4833,448500,533500,54.69421,-1.24906,TS26 0,Other
18048,High Town,Staffordshire,England,SJ9812,398500,312500,52.71016,-2.02364,WS11 5,Other
18049,High Town,Shropshire,England,SO7193,371500,293500,52.53861,-2.42163,WV16 4,Other
18050,High Town,Bedfordshire,England,TL0921,509500,221500,51.88132,-0.41057,LU1 3,Other
18051,High Toynton,Lincolnshire,England,TF2869,528500,369500,53.20704,-0.07744,LN9 6,Other
18052,High Urpeth,County Durham,England,NZ2353,423500,553500,54.87572,-1.63530,DH2 1,Other
18053,High Valleyfield,Fife,Scotland,NT0086,300500,686500,56.06096,-3.59950,KY12 8,Other
18054,High Walton,Cumbria,England,NX9812,298500,512500,54.49763,-3.56873,CA22 2,Other
18055,High Warden,Northumberland,England,NY9167,391500,567500,55.00200,-2.13441,NE46 4,Other
18056,High Water Head,Cumbria,England,SD3198,331500,498500,54.37737,-3.05607,LA21 8,Other
18057,High Westwood,County Durham,England,NZ1155,411500,555500,54.89411,-1.82223,NE17 7,Other
18058,High Whinnow,Cumbria,England,NY3051,330500,551500,54.85345,-3.08405,CA5 6,Other
